first_name,last_name,student_id,ofcl,rule_id,rule_name,courses_1,courses_2,courses_3,courses_4,courses_5,courses_6,courses_7
,,408301,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,408301,,134,1 AP Course,HUS21X_WAITLIST,,,,,,
,,408301,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,408301,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,166274,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,166274,,136,3 AP Courses,HUS21X,MCPREC_WAITLIST,ZQAPBIO,,,,
,,166274,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SBS43X,ZZNOAPBIO,,,,
,,166274,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,652131,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85XA,,,,
,,652131,,136,3 AP Courses,ZQAPPHYSICAL,HUS21X,ZQAPENG,,,,
,,652131,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,652131,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,,,,,
,,986858,,123,4 AP Courses,MCPREC,HUS21X,ZQAPENG,ZQAPBIO,,,
,,986858,,133,AP English (must rank AP English in other section),EES85X3,EES85X7,EES85X1,,,,
,,986858,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SWS21X,ZZNOAPBIO,,,,
,,986858,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,288536,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,288536,,135,2 AP Courses,HUS21X,MKS21X,,,,,
,,288536,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,288536,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,202253,,133,AP English (must rank AP English in other section),EES85XA,EES85X7,EES85X3,,,,
,,202253,,136,3 AP Courses,ZQAPBIO,HUS21X,ZQAPENG,,,,
,,202253,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,SWS21X,,,,
,,202253,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,617134,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85X3,,,,
,,617134,,135,2 AP Courses,ZQHUSHQS,ZQAPENG,,,,,
,,617134,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,617134,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,239403,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,239403,,134,1 AP Course,ZQAPPHYSICAL,,,,,,
,,239403,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,ZZNOAPBIO,ZZNOAPBIO,,,,
,,239403,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,648261,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,648261,,135,2 AP Courses,MCPREC,HUS21X_WAITLIST,,,,,
,,648261,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,648261,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,282129,,123,4 AP Courses,HUS21X,ZQAPENG,ZZ,ZZ,,,
,,282129,,133,AP English (must rank AP English in other section),EES85X1,EES85X3,EES85XA,,,,
,,282129,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,282129,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,695908,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,695908,,135,2 AP Courses,MKS21X,ZQAPBIO,,,,,
,,695908,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SQS21X,SQS21X,,,,
,,695908,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,176666,,123,4 AP Courses,MCS43X,HUS21X,ZQAPENG,MKS21X,,,
,,176666,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85X3,,,,
,,176666,,138,AP MATH,ZZ,,,,,,
,,176666,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,176666,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,459586,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,459586,,136,3 AP Courses,HUS21X,ZQAPBIO,ZQAPHEHV,,,,
,,459586,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SQS21X,SWS21X,,,,
,,459586,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,262955,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,262955,,135,2 AP Courses,MCPREC,MKS21X,,,,,
,,262955,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,262955,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,914309,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X7_WAITLIST,EES85X3_WAITLIST,,,,
,,914309,,135,2 AP Courses,HUS21X_WAITLIST,ZQAPBIO,,,,,
,,914309,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X_WAITLIST,SQS21X_WAITLIST,SWS21X,,,,
,,914309,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,388359,,123,4 AP Courses,ZQAPENG,ZQAPBIO,MKS21X,HUS21X,,,
,,388359,,133,AP English (must rank AP English in other section),EES85X3,EES85XA,EES85X7,,,,
,,388359,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,ZZNOAPBIO,,,,
,,388359,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,557997,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85XA,,,,
,,557997,,136,3 AP Courses,ZQAPPHYSICAL,ZQAPENG,HUS21X,,,,
,,557997,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SBS43X,SWS21X,,,,
,,557997,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,,,,,
,,485052,,133,AP English (must rank AP English in other section),EES85X3_WAITLIST,EES85X1_WAITLIST,EES85X3_WAITLIST,,,,
,,485052,,134,1 AP Course,ZQHUSHQS_WAITLIST,,,,,,
,,485052,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,485052,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,250471,,123,4 AP Courses,ZQAPENG,HUS21X,ZZ,ZQAPBIO,,,
,,250471,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85X3,,,,
,,250471,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,250471,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,759198,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,759198,,135,2 AP Courses,ZQAPMAMI,MSS21X,,,,,
,,759198,,138,AP MATH,MCS21X,,,,,,
,,759198,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,759198,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,975252,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,975252,,135,2 AP Courses,ZQAPPHYSICAL,ZZ,,,,,
,,975252,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,975252,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,287332,,133,AP English (must rank AP English in other section),EES87X3,EES87X5,EES87XGP,,,,
,,287332,,135,2 AP Courses,ZQAPBIO,ZQAPENG,,,,,
,,287332,,138,AP MATH,MCS21X,,,,,,
,,287332,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SBS43X,ZZNOAPBIO,,,,
,,287332,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,ZZNOAPPHY,,,,
,,208163,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,208163,,135,2 AP Courses,MKS21X,ZQAPBIO,,,,,
,,208163,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,SWS21X_WAITLIST,ZZNOAPBIO,,,,
,,208163,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,279242,,133,AP English (must rank AP English in other section),EES85X1,EES85X3,EES85XA,,,,
,,279242,,136,3 AP Courses,HUS21X_WAITLIST,ZQAPENG,ZZ,,,,
,,279242,,137,AP WORLD LANGUAGE,FSS87X_WAITLIST,,,,,,
,,279242,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,279242,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,969398,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,969398,,135,2 AP Courses,MKS21X,ZQAPPHYSICAL,,,,,
,,969398,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,969398,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,,,,,
,,881688,,123,4 AP Courses,MCPREC,MKS21X,HUS21X,ZQAPENG,,,
,,881688,,133,AP English (must rank AP English in other section),EES85XA,EES85X1,EES85X7,,,,
,,881688,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SQS21X,SWS21X,,,,
,,881688,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,521178,,123,4 AP Courses,ZQAPBIO,HUS21X,ZQAPENG,MCPREC_WAITLIST,,,
,,521178,,133,AP English (must rank AP English in other section),EES85X7,ZZNOAPENG,ZZNOAPENG,,,,
,,521178,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SBS43X,SQS21X,,,,
,,521178,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,637390,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85X3,,,,
,,637390,,136,3 AP Courses,HUS21X,ZQAPENG,ZQAPHEHV,,,,
,,637390,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,637390,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,733367,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,733367,,135,2 AP Courses,HQS21XAA,ZQAPBIO,,,,,
,,733367,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SQS21X,ZZNOAPBIO,,,,
,,733367,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,132367,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,132367,,136,3 AP Courses,HUS21X,ZZ,ZZ,,,,
,,132367,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,132367,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,902294,,123,4 AP Courses,ZQHUSHQS,MKS21X,ZQAPENG,ZQAPBIO,,,
,,902294,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85XA,,,,
,,902294,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,902294,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,916832,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,916832,,135,2 AP Courses,ZQHUSHQS,ZQAPBIO,,,,,
,,916832,,137,AP WORLD LANGUAGE,FFS87X,,,,,,
,,916832,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,ZZNOAPBIO,,,,
,,916832,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,721629,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X7_WAITLIST,EES85XA_WAITLIST,,,,
,,721629,,135,2 AP Courses,HUS21X_WAITLIST,ZQAPENG,,,,,
,,721629,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,SBS43X_WAITLIST,SBS43X_WAITLIST,,,,
,,721629,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,348232,,123,4 AP Courses,ZQAPPHYSICAL,ZQAPENG,HUS21X,ZQAPBIO,,,
,,348232,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85XA,,,,
,,348232,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,ZZNOAPBIO,,,,
,,348232,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,838815,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85X3,,,,
,,838815,,135,2 AP Courses,HUS21X,ZQAPENG,,,,,
,,838815,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SQS21X_WAITLIST,ZZNOAPBIO,,,,
,,838815,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,713911,,123,4 AP Courses,HUS21X,ZQAPHEHV,ZQAPENG,MKS21X,,,
,,713911,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85X3,,,,
,,713911,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,713911,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,840419,,133,AP English (must rank AP English in other section),EES85X1,EES85X3,ZZNOAPENG,,,,
,,840419,,135,2 AP Courses,ZQAPBIO,ZQAPENG,,,,,
,,840419,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,840419,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,412507,,133,AP English (must rank AP English in other section),EES85X3,EES85XA,EES85X1,,,,
,,412507,,136,3 AP Courses,MKS21X,HUS21X,ZQAPENG,,,,
,,412507,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,412507,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,840348,,133,AP English (must rank AP English in other section),EES85X3,EES85X1,EES85X7,,,,
,,840348,,136,3 AP Courses,ZQAPPHYSICAL,ZQAPENG,HUS21X,,,,
,,840348,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SQS21X,SQS21X,,,,
,,840348,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,490248,,123,4 AP Courses,ZQAPBIO,MCPREC,ZQAPENG,MKS21X,,,
,,490248,,133,AP English (must rank AP English in other section),EES85X3,EES85XA,EES85X7,,,,
,,490248,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,SWS21X,,,,
,,490248,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,313357,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,313357,,136,3 AP Courses,MKS21X,ZZ,ZZ,,,,
,,313357,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,313357,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,185887,,123,4 AP Courses,HUS21X,ZQAPPHYSICAL,ZQAPENG,ZZ,,,
,,185887,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85XA,,,,
,,185887,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,185887,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,395314,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X3_WAITLIST,EES85X7_WAITLIST,,,,
,,395314,,136,3 AP Courses,HUS21X,ZQAPENG,AWS21X,,,,
,,395314,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,395314,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,592906,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,592906,,134,1 AP Course,ZQAPBIO,,,,,,
,,592906,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SBS43X,SWS21X,,,,
,,592906,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,480568,,123,4 AP Courses,ZQAPENG,HUS21X,HQS21XAA,ZQAPBIO,,,
,,480568,,133,AP English (must rank AP English in other section),EES85X3,EES85X7,EES85XA,,,,
,,480568,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,SQS21X,,,,,
,,480568,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,508686,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,508686,,135,2 AP Courses,HES21X,ZQHUSHQS,,,,,
,,508686,,137,AP WORLD LANGUAGE,FSS87X_WAITLIST,,,,,,
,,508686,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,508686,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,809054,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,809054,,135,2 AP Courses,ZQAPPHYSICAL,HUS21X_WAITLIST,,,,,
,,809054,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,809054,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,360078,,133,AP English (must rank AP English in other section),EES85X3,EES85X3,EES85X3,,,,
,,360078,,136,3 AP Courses,ZQAPBIO,HUS21X,ZQAPENG,,,,
,,360078,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SBS43X,SBS43X,,,,
,,360078,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,533478,,133,AP English (must rank AP English in other section),EES85X3,EES85X7,EES85X1,,,,
,,533478,,136,3 AP Courses,HUS21X,ZQAPPHYSICAL,ZQAPENG,,,,
,,533478,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,533478,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,452904,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X3_WAITLIST,EES85XA_WAITLIST,,,,
,,452904,,134,1 AP Course,HUS21X_WAITLIST,,,,,,
,,452904,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,452904,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,829075,,133,AP English (must rank AP English in other section),EES85X1,EES85X7,EES85X3,,,,
,,829075,,135,2 AP Courses,AWS21X,ZQAPENG,,,,,
,,829075,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,829075,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,782357,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X3_WAITLIST,EES85XA_WAITLIST,,,,
,,782357,,136,3 AP Courses,ZQAPPHYSICAL,MKS21X,HUS21X,,,,
,,782357,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,SWS21X,,,,
,,782357,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,,,,,
,,734057,,133,AP English (must rank AP English in other section),EES85XA_WAITLIST,EES85X1_WAITLIST,EES85X3_WAITLIST,,,,
,,734057,,135,2 AP Courses,ZQAPENG,HUS21X,,,,,
,,734057,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,SWS21X_WAITLIST,SBS43X,,,,
,,734057,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X_WAITLIST,SCS43X_WAITLIST,,,,,
,,111777,,133,AP English (must rank AP English in other section),EES85X7,EES85X3,EES85XA,,,,
,,111777,,135,2 AP Courses,ZQAPENG,MCPREC_WAITLIST,,,,,
,,111777,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SBS43X_WAITLIST,SQS21X_WAITLIST,,,,
,,111777,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,575134,,133,AP English (must rank AP English in other section),EES85X1,ZZNOAPENG,ZZNOAPENG,,,,
,,575134,,136,3 AP Courses,MCPREC,HUS21X,ZQAPBIO,,,,
,,575134,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,SWS21X,,,,
,,575134,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,488249,,123,4 AP Courses,ZQAPBIO,MKS21X,ZQAPENG,ZQHUSHQS,,,
,,488249,,133,AP English (must rank AP English in other section),EES85X7,EES85X3,EES85X1,,,,
,,488249,,137,AP WORLD LANGUAGE,FFS87X,,,,,,
,,488249,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,488249,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,507292,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,507292,,135,2 AP Courses,ZQAPBIO,ZQAPBIO,,,,,
,,507292,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,SQS21X,SWS21X,,,,
,,507292,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,145694,,133,AP English (must rank AP English in other section),EES85X1_WAITLIST,EES85X3_WAITLIST,EES85XA_WAITLIST,,,,
,,145694,,135,2 AP Courses,HUS21X,ZQAPENG,,,,,
,,145694,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,145694,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,593756,,123,4 AP Courses,HUS21X,ZQAPENG,MKS21X,ZQAPPHYSICAL,,,
,,593756,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85XA,,,,
,,593756,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SWS21X,SBS43X,ZZNOAPBIO,,,,
,,593756,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,,,,,,
,,245483,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,245483,,136,3 AP Courses,HUS21X,MCPREC,ZQAPPHYSICAL,,,,
,,245483,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),ZZNOAPBIO,ZZNOAPBIO,ZZNOAPBIO,,,,
,,245483,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,ZZNOAPPHY,,,,,
,,119719,,123,4 AP Courses,HVS11X,ZQAPPHYSICAL,ZQAPENG,ZQAPBIO,,,
,,119719,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85XA,,,,
,,119719,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SBS43X,ZZNOAPBIO,ZZNOAPBIO,,,,
,,119719,,143,AP Physical Science (must rank AP Physical Sci in other section),SCS43X,SCS43X,,,,,
,,297262,,133,AP English (must rank AP English in other section),EES85X7,EES85X1,EES85X3,,,,
,,297262,,136,3 AP Courses,HUS21X,ZQAPENG,ZQAPBIO,,,,
,,297262,,141,AP Life Sci (Bio/APES/Psych - must rank AP Life Sci above),SQS21X_WAITLIST,SQS21X_WAITLIST,SQS21X_WAITLIST,,,,
,,297262,,143,AP Physical Science (must rank AP Physical Sci in other section),ZZNOAPPHY,ZZNOAPPHY,,,,,
,,730210,,133,AP English (must rank AP English in other section),ZZNOAPENG,ZZNOAPENG,ZZNOAPENG,,,,
,,730210,,135,2 AP Courses,HUS21X_WAITLIST,ZQAPBIO,,,,,
