StudentID,LastName,FirstName,BirthDate,OffClass,Grade,Level,EthnicCode,HomeLang,MealCode,Attempted,Earned,English/ENL Avg,Social Studies Avg,Mathematics Avg,Science Avg,Foreign Language Avg,Arts Avg,Overall Avg
110168,,,,,,,,,,45.5,45.5,95.17,90.18,96.17,93.70,85.43,92.50,94.19
273989,,,,,,,,,,28,28,96.93,88.93,100.00,96.49,81.57,92.11,94.67
319669,,,,,,,,,,23.5,23.5,93.32,96.24,89.33,94.12,91.27,96.65,95.49
512479,,,,,,,,,,39.5,39.5,87.10,88.04,95.06,93.53,92.40,95.34,93.91
241539,,,,,,,,,,41.5,41.5,95.14,93.47,90.45,87.90,87.36,94.77,93.51
566358,,,,,,,,,,10.5,10.5,91.72,88.10,97.33,94.53,84.26,94.34,93.71
886192,,,,,,,,,,22.5,22.5,84.97,96.25,91.88,93.29,87.36,98.85,94.10
120920,,,,,,,,,,10.5,10.5,93.57,92.91,100.00,97.19,92.61,96.90,97.53
678925,,,,,,,,,,40.5,40.5,94.94,89.99,96.22,88.03,90.04,98.17,94.90
439472,,,,,,,,,,13.5,13.5,85.54,93.43,96.33,91.50,89.04,95.36,93.87
557073,,,,,,,,,,8.5,8.5,85.66,86.32,96.37,93.26,89.28,94.62,92.92
262114,,,,,,,,,,37.5,37.5,91.35,86.67,93.98,98.80,85.82,96.24,94.14
720568,,,,,,,,,,6.5,6.5,87.24,87.28,100.00,99.93,90.32,0.00,79.46
680998,,,,,,,,,,41.5,41.5,99.19,90.74,93.99,97.50,81.59,96.88,95.32
496821,,,,,,,,,,27,27,85.88,83.97,98.02,92.69,79.33,98.81,91.78
151518,,,,,,,,,,10.5,10.5,97.69,97.06,94.94,88.34,90.93,0.00,80.16
504465,,,,,,,,,,24.5,24.5,86.44,96.55,97.88,89.02,85.20,96.66,93.96
564063,,,,,,,,,,39.5,39.5,90.32,86.90,97.08,85.62,85.79,95.60,92.22
379389,,,,,,,,,,42.5,42.5,90.14,86.90,99.71,87.94,85.97,93.23,92.65
728792,,,,,,,,,,12.5,12.5,93.11,92.90,93.12,92.65,87.39,96.12,94.55
726826,,,,,,,,,,14.5,14.5,98.50,82.88,92.47,96.27,89.69,0.00,78.63
770685,,,,,,,,,,10.5,10.5,88.21,92.93,93.92,91.65,95.73,0.00,79.07
961914,,,,,,,,,,40.5,40.5,88.98,92.66,94.15,94.92,87.19,99.81,94.95
679253,,,,,,,,,,23.5,23.5,93.85,87.89,91.45,99.50,90.04,95.58,95.05
987950,,,,,,,,,,40.5,39.5,90.36,87.42,95.72,84.42,94.93,95.88,93.45
799700,,,,,,,,,,38.5,38.5,91.51,91.23,96.82,98.09,85.54,92.78,94.66
138619,,,,,,,,,,41.5,41.5,88.72,90.88,95.37,87.43,89.79,94.65,93.14
442567,,,,,,,,,,25.5,25.5,95.99,90.56,91.75,96.61,91.94,91.24,95.01
956542,,,,,,,,,,24.5,24.5,84.33,88.48,85.97,94.58,90.79,100.00,92.69
583127,,,,,,,,,,9.5,9.5,89.87,84.41,91.47,100.00,88.82,91.70,93.05
714481,,,,,,,,,,30.5,30.5,100.00,88.64,95.87,94.70,88.80,93.52,95.59
536516,,,,,,,,,,46.5,46.5,92.48,89.69,95.73,96.11,92.98,95.03,95.67
836655,,,,,,,,,,22.5,22.5,90.34,96.88,91.55,91.85,93.37,97.69,95.62
171344,,,,,,,,,,12.5,12.5,90.41,86.15,97.68,89.39,93.34,91.28,93.38
859226,,,,,,,,,,42.5,42.5,87.69,87.25,96.71,98.42,90.09,99.67,95.30
776227,,,,,,,,,,36.5,36.5,89.93,88.06,93.03,93.71,90.73,98.70,94.36
327753,,,,,,,,,,38,31.5,94.15,89.45,97.21,93.15,89.64,96.47,95.34
531069,,,,,,,,,,41.5,41.5,93.13,85.69,97.51,89.67,92.88,90.16,93.51
724313,,,,,,,,,,10.5,10.5,92.81,97.67,96.47,90.03,100.00,98.91,97.98
981543,,,,,,,,,,15.5,15.5,89.24,83.13,92.31,100.00,97.57,96.63,95.15
134771,,,,,,,,,,40.5,40.5,89.36,98.66,97.08,89.83,97.24,96.75,96.82
988775,,,,,,,,,,6.5,6.5,93.47,81.15,94.59,94.77,91.14,96.62,93.96
863048,,,,,,,,,,40,40,91.45,89.96,98.45,89.25,91.74,91.84,94.11
996670,,,,,,,,,,40.5,40.5,95.20,89.85,94.96,92.71,89.94,93.11,94.63
879938,,,,,,,,,,24.5,24.5,87.81,92.08,98.47,94.66,86.43,98.51,94.99
166489,,,,,,,,,,10.5,10.5,92.10,80.76,99.90,85.54,86.72,0.00,76.17
374034,,,,,,,,,,26.5,26.5,93.34,91.14,94.90,91.92,86.74,98.94,94.83
943301,,,,,,,,,,37.5,37.5,91.94,91.36,94.80,97.99,89.38,93.64,95.18
569171,,,,,,,,,,37.5,37.5,98.23,93.79,92.62,92.78,93.40,97.38,96.70
878063,,,,,,,,,,41.5,41.5,95.70,93.16,94.16,84.64,93.96,100.00,95.60
206135,,,,,,,,,,25.5,25.5,91.43,92.78,98.34,94.04,96.97,95.96,96.92
141663,,,,,,,,,,13.5,13.5,84.50,95.43,93.88,89.63,85.37,92.73,92.26
506539,,,,,,,,,,41.5,41.5,84.35,87.90,93.62,93.97,95.58,90.97,93.06
578042,,,,,,,,,,11.5,11.5,91.28,93.19,92.86,97.04,93.21,0.00,79.93
116614,,,,,,,,,,12.5,12.5,95.42,91.70,97.28,91.69,83.33,100.00,95.24
904371,,,,,,,,,,24.5,24.5,91.14,91.83,94.15,99.72,93.97,98.62,96.91
425103,,,,,,,,,,10.5,10.5,87.25,86.58,95.38,93.00,89.02,99.69,93.82
490062,,,,,,,,,,22.5,22.5,93.21,85.29,91.45,95.39,93.22,94.00,94.10
131390,,,,,,,,,,28.5,28.5,85.39,89.89,92.20,95.29,95.84,94.10,94.12
249925,,,,,,,,,,6.5,6.5,89.57,89.22,97.32,94.64,84.15,0.00,77.82
206581,,,,,,,,,,40.5,40.5,92.24,88.25,90.50,93.64,86.57,94.58,92.96
592744,,,,,,,,,,25.5,25.5,94.32,92.74,94.74,95.61,86.70,97.79,95.65
301463,,,,,,,,,,25.5,25.5,93.00,92.78,97.42,96.86,93.25,96.29,96.93
769602,,,,,,,,,,38.5,36.5,89.74,84.85,94.81,96.99,85.56,94.16,93.02
614992,,,,,,,,,,32.5,32.5,92.99,90.16,96.02,97.98,93.45,94.43,96.17
395739,,,,,,,,,,40.5,40.5,93.16,88.81,100.00,99.42,91.83,99.86,97.51
719505,,,,,,,,,,24.5,24.5,91.13,93.76,96.00,95.67,87.93,97.92,95.74
970877,,,,,,,,,,10.5,10.5,93.92,95.05,94.91,100.00,92.59,0.00,81.41
775400,,,,,,,,,,12.5,12.5,88.45,92.41,95.78,89.85,93.94,94.74,94.53
689896,,,,,,,,,,39.5,39.5,99.18,88.31,90.73,98.79,89.78,96.11,95.82
374150,,,,,,,,,,10.5,10.5,92.10,91.04,100.00,100.00,88.18,0.00,80.55
627454,,,,,,,,,,10.5,10.5,89.99,87.69,95.46,93.79,96.15,96.72,95.30
753001,,,,,,,,,,21.5,21.5,98.66,88.66,93.67,82.45,89.14,98.76,93.89
370445,,,,,,,,,,35.5,35.5,85.78,94.21,92.76,87.00,90.65,94.74,92.86
510630,,,,,,,,,,13.5,13.5,86.77,84.56,100.00,92.03,84.96,93.41,92.29
532837,,,,,,,,,,43.5,43.5,99.57,90.96,91.52,90.72,96.47,90.79,95.34
740333,,,,,,,,,,12.5,12.5,91.01,100.00,94.75,96.47,97.10,0.00,81.89
672148,,,,,,,,,,37.5,37.5,92.58,87.30,92.27,90.22,99.60,98.09,95.34
493258,,,,,,,,,,40.5,40.5,87.30,100.00,95.72,89.73,90.51,100.00,95.88
679232,,,,,,,,,,24.5,24.5,91.11,89.79,92.25,93.81,88.60,96.24,93.97
718853,,,,,,,,,,37.5,37.5,92.72,83.82,91.82,91.93,88.80,94.85,92.66
820737,,,,,,,,,,29.5,29.5,97.54,85.64,98.13,97.47,90.85,93.67,95.88
358220,,,,,,,,,,36.5,36,99.48,92.40,90.67,91.95,89.00,95.93,95.24
239048,,,,,,,,,,10.5,10.5,94.55,87.68,95.66,90.66,92.42,0.00,78.83
580762,,,,,,,,,,26.5,26.5,100.00,84.79,87.06,90.20,91.88,94.70,93.44
304740,,,,,,,,,,37.5,37.5,95.88,95.27,99.00,99.56,88.64,96.44,97.80
759698,,,,,,,,,,6.5,6.5,88.11,90.63,95.98,94.66,91.24,94.83,94.58
275159,,,,,,,,,,10.5,10.5,100.00,91.16,92.39,95.96,97.59,96.15,97.54
948905,,,,,,,,,,14.5,14.5,90.91,91.13,95.96,99.43,89.74,0.00,79.86
633584,,,,,,,,,,15.5,15.5,88.74,86.44,93.24,92.84,85.38,95.80,92.41
329932,,,,,,,,,,12.5,12.5,93.95,91.01,94.27,97.72,89.38,90.50,94.81
192051,,,,,,,,,,12.5,12.5,93.25,90.19,97.85,95.97,86.77,96.40,95.41
511351,,,,,,,,,,26.5,26.5,84.59,90.08,98.15,98.00,88.79,94.00,94.27
403358,,,,,,,,,,43.5,43.5,91.77,87.62,95.16,97.56,93.82,94.69,95.44
956189,,,,,,,,,,25.5,25.5,93.31,94.17,90.01,95.01,86.73,92.60,93.97
143118,,,,,,,,,,45.5,45.5,90.90,90.60,97.75,90.18,92.47,95.42,94.88
606406,,,,,,,,,,40.5,40.5,86.79,96.86,98.94,98.04,90.50,96.63,96.63
495741,,,,,,,,,,26.5,25.5,89.10,92.56,89.89,100.00,79.29,98.76,93.60
646257,,,,,,,,,,27.5,27.5,90.37,88.15,99.11,96.40,84.12,99.20,94.89
266455,,,,,,,,,,11.5,11.5,87.75,93.70,91.83,90.11,91.93,98.85,94.36
249949,,,,,,,,,,39,39,92.67,86.27,92.06,94.52,89.81,95.96,93.88
860343,,,,,,,,,,7.5,6.5,94.20,87.52,100.00,96.34,95.27,0.00,80.89
369893,,,,,,,,,,35.5,35.5,87.79,88.46,91.30,93.05,90.23,91.32,92.36
608830,,,,,,,,,,14.5,14.5,90.81,92.52,100.00,96.25,86.37,94.38,95.39
770078,,,,,,,,,,37.5,37.5,89.05,83.53,97.68,95.98,94.79,95.02,94.68
931435,,,,,,,,,,37,37,86.50,88.10,97.66,88.77,90.30,92.76,92.68
597682,,,,,,,,,,42.5,42.5,96.23,93.33,100.00,90.57,87.57,96.61,96.05
184692,,,,,,,,,,12.5,12.5,87.97,87.89,97.82,98.08,87.24,0.00,78.50
262955,,,,,,,,,,32.5,32.5,93.77,90.80,85.53,94.48,85.90,92.74,92.54
557997,,,,,,,,,,20.5,20.5,91.68,90.75,100.00,97.47,92.46,91.92,96.05
461467,,,,,,,,,,10.5,10.5,86.98,87.93,92.27,89.08,92.02,0.00,76.71
364409,,,,,,,,,,11.5,11.5,92.33,86.40,91.77,91.61,82.64,97.61,92.39
779675,,,,,,,,,,39.5,39.5,90.00,88.65,91.72,91.33,94.86,91.91,93.41
195595,,,,,,,,,,14.5,14.5,95.39,95.86,95.20,96.47,86.54,90.81,95.38
815302,,,,,,,,,,43.5,43.5,92.46,89.80,93.50,96.83,89.80,97.20,95.26
627667,,,,,,,,,,29.5,29.5,90.19,87.99,92.03,94.67,95.15,96.92,94.82
358259,,,,,,,,,,40.5,40.5,85.22,87.71,88.84,85.59,81.32,95.50,89.36
292015,,,,,,,,,,12.5,12.5,91.00,89.39,99.07,100.00,95.99,95.78,97.20
177991,,,,,,,,,,26,26,94.46,95.55,95.93,92.56,92.35,99.18,97.00
701637,,,,,,,,,,27.5,27.5,82.35,97.79,92.18,93.77,91.34,99.68,94.85
894429,,,,,,,,,,39.5,39.5,91.60,95.22,87.88,93.81,90.56,93.24,94.05
847818,,,,,,,,,,20,20,87.15,90.97,97.41,95.30,91.78,92.53,94.52
270782,,,,,,,,,,35.5,33.5,88.94,87.05,95.49,96.89,86.53,92.72,93.27
491298,,,,,,,,,,26.5,25.5,96.69,91.50,93.19,88.04,91.94,94.26,94.60
330476,,,,,,,,,,29,29,94.23,88.17,96.84,91.98,87.73,99.54,95.08
480713,,,,,,,,,,39.5,39.5,95.18,96.61,88.46,93.70,87.15,95.75,94.81
920490,,,,,,,,,,33.5,32.5,88.01,89.16,92.33,93.67,94.26,100.00,94.90
713911,,,,,,,,,,27.5,27.5,97.27,86.47,97.20,100.00,91.16,100.00,97.35
109487,,,,,,,,,,41.5,41.5,91.64,89.69,94.30,93.61,92.46,97.05,95.12
674251,,,,,,,,,,10.5,10.5,89.55,88.03,94.41,95.47,90.35,0.00,78.30
839015,,,,,,,,,,29.5,29.5,94.48,88.85,92.51,98.58,87.60,94.87,94.82
145694,,,,,,,,,,28.5,28.5,99.98,83.52,100.00,100.00,88.37,93.00,96.15
359569,,,,,,,,,,27.5,27.5,93.94,93.10,96.63,95.67,100.00,97.46,98.13
946892,,,,,,,,,,10.5,10.5,95.72,89.84,90.57,89.70,89.73,99.35,94.48
866154,,,,,,,,,,25.5,25.5,97.23,93.63,91.10,86.38,95.49,94.74,95.09
238898,,,,,,,,,,25,25,95.32,88.50,87.47,95.55,85.63,98.30,93.79
547388,,,,,,,,,,12.5,12.5,97.27,86.99,96.65,96.87,86.11,94.66,95.09
969539,,,,,,,,,,13.5,13.5,97.20,86.65,90.59,94.61,92.00,94.00,94.51
324211,,,,,,,,,,41.5,41.5,89.42,95.25,98.84,91.83,87.95,98.96,95.71
840348,,,,,,,,,,25.5,25.5,83.25,84.81,100.00,92.91,87.97,90.34,91.88
349659,,,,,,,,,,15.5,15.5,86.85,92.93,88.83,94.50,92.37,97.76,94.21
720979,,,,,,,,,,28.5,28.5,94.50,96.30,99.16,95.75,96.23,98.45,98.73
774233,,,,,,,,,,41.5,41.5,90.22,85.01,94.42,92.20,88.26,96.83,93.16
771442,,,,,,,,,,28.5,28.5,87.22,90.12,96.28,89.01,93.16,100.00,94.63
310552,,,,,,,,,,27.5,27.5,96.85,88.39,93.82,97.29,88.81,99.17,96.05
819317,,,,,,,,,,15.5,15.5,90.05,82.59,92.99,85.27,93.01,94.28,91.70
698108,,,,,,,,,,35.5,35.5,93.03,93.15,100.00,95.22,90.78,98.62,97.13
709810,,,,,,,,,,43.5,43.5,91.03,93.70,99.57,98.98,82.92,95.31,95.59
908472,,,,,,,,,,28.5,28.5,86.90,90.23,92.29,87.77,84.23,92.05,90.91
632366,,,,,,,,,,16.5,16.5,97.71,91.93,95.49,92.66,87.74,99.14,96.11
975221,,,,,,,,,,7.5,7.5,95.69,92.69,100.00,90.00,96.54,95.59,97.08
947204,,,,,,,,,,33.5,33.5,88.51,89.42,92.62,95.26,93.60,93.45,94.14
947431,,,,,,,,,,26.5,26.5,84.01,86.52,100.00,98.64,93.79,96.48,95.24
154951,,,,,,,,,,43.5,43.5,91.70,85.20,98.58,91.54,91.41,92.60,93.84
393977,,,,,,,,,,11.5,11.5,92.01,94.80,96.35,91.50,88.88,99.83,95.89
750374,,,,,,,,,,25.5,25.5,89.44,91.86,91.50,91.62,87.24,97.73,93.57
195985,,,,,,,,,,39.5,39.5,88.27,84.16,91.43,92.43,90.39,95.02,92.28
721772,,,,,,,,,,41,41,95.59,95.58,99.53,95.60,91.68,94.94,97.49
150617,,,,,,,,,,28.5,28.5,94.97,84.84,100.00,90.89,90.90,96.15,94.96
164786,,,,,,,,,,39.5,39.5,92.94,86.43,97.46,89.02,90.09,92.81,93.46
117900,,,,,,,,,,33.5,33.5,92.91,93.75,96.86,95.36,91.00,95.69,96.26
808943,,,,,,,,,,28.5,28.5,90.96,91.31,97.37,95.30,92.38,94.40,95.62
821909,,,,,,,,,,25.5,25.5,93.56,94.02,97.21,93.73,88.26,89.26,94.67
427966,,,,,,,,,,45,45,89.05,93.05,87.78,92.08,96.07,89.98,93.34
191439,,,,,,,,,,12.5,12.5,92.59,86.67,85.19,98.77,86.47,0.00,76.95
582069,,,,,,,,,,14.5,14.5,95.44,89.35,97.58,95.48,97.97,0.00,81.30
408868,,,,,,,,,,12.5,12.5,91.83,85.87,93.93,97.90,85.24,93.49,93.38
378768,,,,,,,,,,41.5,41.5,97.95,86.63,86.97,91.11,86.78,93.01,92.41
190308,,,,,,,,,,26.5,26.5,86.32,89.78,100.00,95.87,89.58,98.04,95.26
203320,,,,,,,,,,27.5,27.5,89.47,93.02,93.79,94.16,94.05,94.33,95.13
413317,,,,,,,,,,40.5,40.5,85.80,87.08,91.97,95.41,82.29,93.85,91.40
809457,,,,,,,,,,12.5,12.5,90.56,94.37,93.23,98.23,93.75,98.56,96.78
267702,,,,,,,,,,21.5,21.5,88.79,88.02,94.36,98.49,85.60,95.41,93.78
618842,,,,,,,,,,12.5,12.5,78.13,97.54,91.90,95.98,100.00,98.01,95.59
379254,,,,,,,,,,36.5,36.5,81.52,84.74,95.13,100.00,90.40,99.34,93.85
994930,,,,,,,,,,43.5,43.5,93.23,92.82,97.34,99.63,98.60,100.00,98.94
642074,,,,,,,,,,27.5,27.5,94.60,92.35,92.33,90.72,86.31,94.05,93.73
196689,,,,,,,,,,50.5,50.5,91.10,97.92,91.88,95.51,84.68,94.98,94.68
469972,,,,,,,,,,40.5,40.5,95.10,92.30,96.45,95.41,87.76,96.81,95.97
278426,,,,,,,,,,44.5,44.5,92.38,91.03,95.24,98.38,87.61,100.00,96.11
844117,,,,,,,,,,7.5,7.5,94.50,89.36,86.35,95.24,89.87,94.12,93.57
953177,,,,,,,,,,25.5,25.5,93.85,86.55,90.45,96.46,95.66,96.26,95.21
807170,,,,,,,,,,7.5,7.5,93.26,88.66,92.78,100.00,89.67,96.74,95.52
886458,,,,,,,,,,12.5,12.5,100.00,92.67,99.13,95.24,91.76,0.00,81.80
104390,,,,,,,,,,39,39,95.63,87.26,100.00,97.76,89.39,94.08,96.02
827414,,,,,,,,,,36.5,36.5,90.35,97.58,90.74,94.18,97.16,97.64,96.61
283144,,,,,,,,,,28.5,28.5,90.75,88.57,92.43,100.00,84.65,98.63,94.50
575134,,,,,,,,,,24.5,24.5,96.26,82.61,90.05,99.01,87.38,95.51,93.80
942850,,,,,,,,,,40.5,40.5,93.73,93.58,95.10,95.24,81.26,99.10,95.00
776734,,,,,,,,,,27.5,27.5,92.00,87.99,95.34,96.64,94.25,91.31,94.92
130258,,,,,,,,,,41.5,41.5,91.33,80.86,98.41,90.51,88.52,94.40,92.67
733511,,,,,,,,,,25.5,25.5,87.77,90.40,94.21,92.45,94.21,99.22,95.04
272825,,,,,,,,,,41.5,41.5,93.69,88.85,87.76,94.17,91.44,95.67,93.93
676769,,,,,,,,,,25.5,25.5,93.35,98.07,95.44,91.87,94.68,90.93,96.06
745510,,,,,,,,,,43,43,92.44,91.53,95.07,88.58,89.76,100.00,94.90
890731,,,,,,,,,,43.5,43.5,88.84,86.95,89.39,98.13,94.37,94.47,94.02
910889,,,,,,,,,,10.5,10.5,95.37,91.92,94.73,92.40,84.12,0.00,78.42
369758,,,,,,,,,,10.5,10.5,97.18,98.16,92.50,88.26,84.49,98.53,95.19
790388,,,,,,,,,,12.5,12.5,92.07,89.72,100.00,97.91,89.80,95.24,96.12
249852,,,,,,,,,,37.5,37.5,91.64,85.98,98.14,86.96,89.90,97.87,93.75
635642,,,,,,,,,,10.5,10.5,88.49,85.21,94.44,95.35,94.34,95.44,94.21
112597,,,,,,,,,,33.5,33.5,87.75,85.08,100.00,91.52,84.76,94.44,92.59
348716,,,,,,,,,,35.5,32.5,90.69,89.56,93.64,94.99,88.80,94.93,94.10
990921,,,,,,,,,,42.5,42.5,84.12,87.56,93.60,98.85,90.16,91.96,93.04
286379,,,,,,,,,,39.5,37.5,88.02,85.32,97.61,97.09,91.91,94.80,94.46
100118,,,,,,,,,,25.5,25.5,90.53,92.89,96.02,94.83,84.68,92.74,93.95
803033,,,,,,,,,,37,37,92.83,88.14,99.28,96.51,93.08,93.57,95.90
142019,,,,,,,,,,11.5,11.5,91.69,97.92,92.16,97.40,91.60,95.24,96.34
294236,,,,,,,,,,37.5,37.5,100.00,90.15,92.59,99.46,90.07,97.54,96.97
659590,,,,,,,,,,13.5,13.5,93.88,93.00,98.13,90.84,94.86,97.53,96.71
964982,,,,,,,,,,12.5,12.5,92.70,92.95,90.95,90.08,92.53,100.00,95.20
457779,,,,,,,,,,28.5,28.5,95.20,92.71,92.52,91.43,90.42,99.76,95.67
898645,,,,,,,,,,37,37,89.18,83.84,90.83,89.73,93.02,88.38,91.16
899519,,,,,,,,,,14.5,14.5,90.20,84.78,97.43,88.49,91.85,0.00,77.46
609360,,,,,,,,,,42.5,42.5,90.59,86.63,96.12,91.54,90.06,97.34,94.05
595631,,,,,,,,,,40.5,40.5,90.50,94.79,98.95,92.95,95.34,97.40,96.99
514436,,,,,,,,,,43.5,41.5,91.87,84.17,94.15,97.24,92.49,94.41,94.39
552886,,,,,,,,,,36.5,36.5,97.44,87.96,93.56,91.28,90.93,98.12,95.22
716765,,,,,,,,,,14.5,14.5,89.50,85.51,98.80,96.81,97.06,0.00,79.95
140071,,,,,,,,,,22.5,22.5,93.97,89.38,100.00,88.07,94.53,93.65,95.27
334529,,,,,,,,,,25.5,25.5,96.58,87.18,91.96,99.23,89.90,94.96,95.30
880190,,,,,,,,,,8.5,8.5,87.45,89.01,88.72,90.55,89.60,0.00,76.22
804438,,,,,,,,,,10.5,10.5,96.09,85.47,91.73,95.06,92.43,93.66,94.41
759198,,,,,,,,,,40.5,40.5,100.00,91.76,89.35,96.72,92.51,96.96,96.55
457630,,,,,,,,,,37.5,37.5,91.85,89.70,93.70,99.06,93.75,91.88,95.32
501471,,,,,,,,,,37.5,37.5,88.14,100.00,95.26,100.00,85.20,100.00,96.77
399980,,,,,,,,,,44.5,44.5,92.04,97.17,89.66,96.40,82.51,99.07,94.81
199614,,,,,,,,,,39.5,39.5,87.84,91.64,91.26,90.94,93.19,94.98,93.64
132107,,,,,,,,,,10.5,10.5,87.15,90.36,99.50,96.27,87.98,0.00,78.88
907815,,,,,,,,,,10.5,10.5,90.90,90.59,93.10,99.77,93.68,0.00,80.01
254802,,,,,,,,,,10.5,10.5,91.63,86.15,100.00,100.00,94.40,100.00,97.36
592752,,,,,,,,,,24.5,24.5,89.16,91.51,91.66,95.75,88.41,96.77,94.21
581354,,,,,,,,,,9.5,9.5,88.46,87.30,91.47,91.00,85.15,0.00,75.90
241390,,,,,,,,,,42,42,92.79,88.09,93.80,95.17,91.67,93.44,94.49
972450,,,,,,,,,,29.5,29.5,96.34,87.95,96.39,97.18,92.39,93.07,95.89
456437,,,,,,,,,,38.5,38.5,95.77,95.46,85.81,94.11,93.03,90.42,94.43
313357,,,,,,,,,,26.5,26.5,93.02,92.47,100.00,99.22,95.44,93.62,97.63
508868,,,,,,,,,,11.5,11.5,96.27,89.68,95.08,91.34,88.17,89.97,93.75
494004,,,,,,,,,,45.5,45.5,98.19,95.94,94.08,93.30,96.35,96.44,97.72
603208,,,,,,,,,,43.5,43.5,88.22,87.75,100.00,98.51,85.57,98.30,95.06
573166,,,,,,,,,,39.5,39.5,90.73,91.49,94.10,90.96,92.98,100.00,95.37
555911,,,,,,,,,,41.5,41.5,84.90,89.59,90.92,93.47,96.14,96.47,93.91
338579,,,,,,,,,,39.5,39.5,89.96,84.46,96.29,93.29,91.74,94.53,93.71
232193,,,,,,,,,,21.5,21.5,91.23,85.30,90.75,98.89,91.42,100.00,94.93
479132,,,,,,,,,,26.5,26.5,99.40,93.33,95.94,90.56,93.00,96.96,96.86
504915,,,,,,,,,,46.5,46.5,96.53,86.72,94.44,100.00,89.06,93.60,95.39
485052,,,,,,,,,,22.5,22.5,92.30,88.13,90.71,100.00,93.09,89.24,94.25
916902,,,,,,,,,,11.5,11.5,88.20,88.68,97.89,99.33,96.16,100.00,97.04
425058,,,,,,,,,,26.5,26.5,89.11,99.47,87.41,93.70,90.84,96.42,94.82
599939,,,,,,,,,,21.5,21.5,90.82,83.96,90.61,97.42,91.45,97.48,93.96
160133,,,,,,,,,,27.5,27.5,91.20,83.76,89.64,91.25,87.32,99.37,92.42
464019,,,,,,,,,,27.5,27.5,85.22,93.06,98.50,95.04,87.55,92.88,94.04
866568,,,,,,,,,,44.5,44.5,98.53,91.06,97.28,92.91,92.04,98.35,97.03
517521,,,,,,,,,,29.5,29.5,79.42,97.83,87.57,98.89,81.95,100.00,92.94
737257,,,,,,,,,,23.5,23.5,87.98,93.28,97.23,95.72,87.97,94.67,94.81
813742,,,,,,,,,,44.5,44.5,97.80,81.37,91.81,95.02,86.81,96.44,93.54
142548,,,,,,,,,,39.5,39.5,90.26,95.72,92.47,92.43,91.34,96.54,95.13
164311,,,,,,,,,,41.5,41.5,87.95,89.33,93.91,94.12,89.60,95.13,93.67
846918,,,,,,,,,,12.5,12.5,97.17,92.52,94.65,99.01,91.77,94.31,96.91
594683,,,,,,,,,,41.5,41.5,93.81,83.30,94.71,97.36,91.28,90.07,93.75
806770,,,,,,,,,,11.5,11.5,97.33,87.95,98.22,98.41,88.32,89.92,95.36
807713,,,,,,,,,,6.5,6.5,92.27,88.44,91.29,93.31,97.35,0.00,79.11
795361,,,,,,,,,,32.5,32.5,93.61,93.33,97.74,93.59,89.89,100.00,96.69
532906,,,,,,,,,,12.5,12.5,89.36,85.48,92.79,95.83,87.77,0.00,77.20
215527,,,,,,,,,,22.5,22.5,96.10,93.96,100.00,93.14,90.46,96.39,97.01
981169,,,,,,,,,,38.5,38.5,92.74,92.23,95.15,93.00,95.70,97.44,96.38
929254,,,,,,,,,,24.5,24.5,93.57,92.98,96.73,91.19,97.21,93.15,96.14
340380,,,,,,,,,,37.66,37.66,93.83,93.59,98.03,100.00,87.49,97.72,97.11
681996,,,,,,,,,,30.5,30.5,90.91,88.18,92.46,95.00,90.52,93.26,93.72
145438,,,,,,,,,,10.5,10.5,88.93,98.14,86.71,97.86,91.08,96.17,95.15
779433,,,,,,,,,,12.5,12.5,96.88,92.10,96.53,100.00,85.90,95.34,96.46
391670,,,,,,,,,,10.5,10.5,98.96,96.69,92.18,98.18,90.28,0.00,81.38
672987,,,,,,,,,,42,42,89.88,92.45,98.88,96.35,91.58,90.48,95.27
488317,,,,,,,,,,26.5,26.5,94.62,93.12,90.85,99.05,93.47,93.66,96.13
187182,,,,,,,,,,10.5,10.5,83.27,90.87,92.38,92.12,92.40,0.00,77.17
677012,,,,,,,,,,36.5,35.5,97.32,85.29,98.65,96.49,90.56,98.43,96.46
340617,,,,,,,,,,35.5,35.5,95.81,88.99,98.48,94.46,80.59,96.12,94.41
648261,,,,,,,,,,23.5,23.5,96.41,90.34,99.50,100.00,87.50,90.41,96.03
593375,,,,,,,,,,10.5,10.5,93.56,94.72,98.84,85.62,90.57,94.00,94.88
730734,,,,,,,,,,39.5,39.5,95.37,90.27,95.87,91.33,95.49,100.00,96.72
137058,,,,,,,,,,10.5,10.5,94.14,100.00,99.38,92.75,89.03,98.49,97.63
716499,,,,,,,,,,40.5,40.5,89.60,90.97,100.00,95.83,85.68,94.88,94.83
509590,,,,,,,,,,10.5,10.5,92.64,88.82,88.18,89.39,93.35,96.95,93.56
930996,,,,,,,,,,12.5,12.5,94.60,88.95,84.27,92.36,94.24,95.83,93.71
640329,,,,,,,,,,37.5,37.5,88.72,81.70,100.00,92.14,81.06,96.23,91.97
593756,,,,,,,,,,24.5,24.5,84.57,88.19,95.21,97.74,89.33,97.85,94.15
396658,,,,,,,,,,12.5,12.5,85.87,95.22,90.86,92.83,94.28,0.00,78.51
992608,,,,,,,,,,15.5,15.5,84.28,90.78,85.15,95.16,85.87,97.37,91.77
471060,,,,,,,,,,11.5,11.5,88.80,85.29,94.05,100.00,95.27,99.20,95.77
147650,,,,,,,,,,35.5,35.5,85.71,84.43,92.40,90.80,90.78,92.33,91.41
